transcript_id_1	transcript_type	known_or_novel	gene_id	class_code
TCONS_00048146	protein_coding	known	LOC100263936	equal
TCONS_00048147	protein_coding	known	LOC100248509	equal
TCONS_00048148	protein_coding	known	LOC100253624	equal
TCONS_00048160	protein_coding	known	LOC100258658	equal
TCONS_00048161	protein_coding	known	LOC100265718	equal
TCONS_00048162	protein_coding	known	LOC100260491	equal
TCONS_00053865	protein_coding	known	LOC100248405	equal
TCONS_00050638	protein_coding	known	LOC100248405	equal
TCONS_00048171	protein_coding	known	LOC100250127	equal
TCONS_00048170	protein_coding	known	LOC100250127	equal
TCONS_00048172	protein_coding	known	LOC100244992	equal
TCONS_00048173	protein_coding	known	MYB60	equal
TCONS_00048177	protein_coding	known	LOC100251817	equal
TCONS_00048179	protein_coding	known	LOC100262031	equal
TCONS_00048181	protein_coding	known	LOC100251800	equal
TCONS_00048183	protein_coding	known	LOC100241535	equal
TCONS_00048189	protein_coding	known	LOC100258667	equal
TCONS_00048192	protein_coding	known	LOC100245102	equal
TCONS_00050656	protein_coding	known	LOC100248396	equal
TCONS_00048198	protein_coding	known	LOC100248396	equal
TCONS_00048200	protein_coding	known	LOC100853402	equal
TCONS_00048205	protein_coding	known	LOC100246655	equal
TCONS_00048206	protein_coding	known	LOC100241525	equal
TCONS_00048210	protein_coding	known	LOC100248392	equal
TCONS_00051682	protein_coding	known	LOC100251885	equal
TCONS_00048215	protein_coding	known	LOC100255401	equal
TCONS_00048214	protein_coding	known	LOC100255401	equal
TCONS_00048217	protein_coding	known	LOC100250226	equal
TCONS_00048218	protein_coding	known	LOC100258741	equal
TCONS_00048219	protein_coding	known	LOC100265688	equal
TCONS_00048222	protein_coding	known	LOC100247941	equal
TCONS_00048225	protein_coding	known	LOC104879973	equal
TCONS_00048240	protein_coding	known	LOC100240986	equal
TCONS_00048241	protein_coding	known	LOC100242801	equal
TCONS_00048245	protein_coding	known	LOC100265001	equal
TCONS_00048254	protein_coding	known	LOC100258103	equal
TCONS_00048257	protein_coding	known	LOC100244518	equal
TCONS_00048256	protein_coding	known	LOC100244518	equal
TCONS_00048258	protein_coding	known	LOC100266839	equal
TCONS_00048261	protein_coding	known	LOC100242784	equal
TCONS_00048262	protein_coding	known	LOC100256389	equal
TCONS_00050688	protein_coding	known	LOC100254774	equal
TCONS_00048270	protein_coding	known	LOC100251232	equal
TCONS_00048273	protein_coding	known	LOC100246254	equal
TCONS_00048275	protein_coding	known	LOC100247863	equal
TCONS_00048276	protein_coding	known	LOC100265008	equal
TCONS_00048280	protein_coding	known	LOC100254709	equal
TCONS_00048283	protein_coding	known	LOC100244437	equal
TCONS_00048287	protein_coding	known	LOC100252957	equal
TCONS_00050702	protein_coding	known	LOC100267536	equal
TCONS_00048292	protein_coding	known	LOC100267536	equal
TCONS_00048291	protein_coding	known	LOC100267536	equal
TCONS_00048290	protein_coding	known	LOC100267536	equal
TCONS_00048296	protein_coding	known	LOC100265818	equal
TCONS_00048297	protein_coding	known	LOC100260602	equal
TCONS_00048298	protein_coding	known	LOC100245232	equal
TCONS_00048300	protein_coding	known	LOC100252028	equal
TCONS_00048304	protein_coding	known	LOC100260908	equal
TCONS_00048310	protein_coding	known	LOC100260806	equal
TCONS_00048311	protein_coding	known	LOC100247198	equal
TCONS_00048312	protein_coding	known	LOC100243703	equal
TCONS_00048313	protein_coding	known	LOC100262578	equal
TCONS_00048315	protein_coding	known	LOC100253930	equal
TCONS_00048316	protein_coding	known	LOC100259069	equal
TCONS_00048319	protein_coding	known	LOC100252223	equal
TCONS_00048320	protein_coding	known	LOC100257352	equal
TCONS_00048323	protein_coding	known	LOC100266117	equal
TCONS_00048322	protein_coding	known	LOC100266117	equal
TCONS_00048325	protein_coding	known	LOC100247202	equal
TCONS_00048326	protein_coding	known	LOC100250669	equal
TCONS_00055643	protein_coding	known	LOC100260918	equal
TCONS_00048330	protein_coding	known	LOC100266121	equal
TCONS_00048331	protein_coding	known	LOC100243801	equal
TCONS_00048333	protein_coding	known	LOC100260777	equal
TCONS_00048335	protein_coding	known	LOC100232858	equal
TCONS_00048345	protein_coding	known	LOC100243686	equal
TCONS_00048349	protein_coding	known	LOC100253914	equal
TCONS_00048355	protein_coding	known	LOC100264225	equal
TCONS_00048357	protein_coding	known	LOC100241948	equal
TCONS_00048359	protein_coding	known	LOC100247080	equal
TCONS_00048360	protein_coding	known	LOC100257554	equal
TCONS_00048361	protein_coding	known	LOC100262686	equal
TCONS_00048363	protein_coding	known	LOC100249984	equal
TCONS_00048365	protein_coding	known	LOC100246524	equal
TCONS_00048376	protein_coding	known	LOC100246625	equal
TCONS_00048375	protein_coding	known	LOC100246625	equal
TCONS_00048378	protein_coding	known	LOC100251753	equal
TCONS_00048392	protein_coding	known	LOC100244761	equal
TCONS_00048394	protein_coding	known	LOC100267076	equal
TCONS_00048403	protein_coding	known	LOC100258515	equal
TCONS_00048406	protein_coding	known	LOC100265320	equal
TCONS_00048408	protein_coding	known	LOC100248250	equal
TCONS_00048411	protein_coding	known	LOC100255017	equal
TCONS_00048412	protein_coding	known	CIPK07	equal
TCONS_00048414	protein_coding	known	LOC100256780	equal
TCONS_00048416	protein_coding	known	LOC100255128	equal
TCONS_00048418	protein_coding	known	LOC100249981	equal
TCONS_00048420	protein_coding	known	LOC100244846	equal
TCONS_00048423	protein_coding	known	LOC100260206	equal
TCONS_00052595	protein_coding	known	LOC100261985	equal
TCONS_00048426	protein_coding	known	LOC100232872	equal
TCONS_00048427	protein_coding	known	LOC100251758	equal
TCONS_00048428	protein_coding	known	LOC100246618	equal
TCONS_00048430	protein_coding	known	LOC100241479	equal
TCONS_00048431	protein_coding	known	LOC100253448	equal
TCONS_00048432	protein_coding	known	LOC100243025	equal
TCONS_00048433	protein_coding	known	LOC100263760	equal
TCONS_00048436	protein_coding	known	LOC100258607	equal
TCONS_00048437	protein_coding	known	LOC100253288	equal
TCONS_00048439	protein_coding	known	LOC100253288	equal
TCONS_00048443	protein_coding	known	LOC100249907	equal
TCONS_00048450	protein_coding	known	LOC100264543	equal
TCONS_00048449	protein_coding	known	LOC100264543	equal
TCONS_00048456	protein_coding	known	LOC100265499	equal
TCONS_00048459	protein_coding	known	LOC100243149	equal
TCONS_00048464	protein_coding	known	LOC100248313	equal
TCONS_00048463	protein_coding	known	LOC100248313	equal
TCONS_00048466	protein_coding	known	LOC100248273	equal
TCONS_00048468	protein_coding	known	LOC100263685	equal
TCONS_00048472	protein_coding	known	LOC100241461	equal
TCONS_00048473	protein_coding	known	LOC100251722	equal
TCONS_00048474	protein_coding	known	LOC100256855	equal
TCONS_00048482	protein_coding	known	LOC100243066	equal
TCONS_00048486	protein_coding	known	LOC100263596	equal
TCONS_00048489	protein_coding	known	LOC100246460	equal
TCONS_00048491	protein_coding	known	LOC100248215	equal
TCONS_00051781	protein_coding	known	LOC100267188	equal
TCONS_00048493	protein_coding	known	LOC100267188	equal
TCONS_00051782	protein_coding	known	LOC100267188	equal
TCONS_00048495	protein_coding	known	LOC100244877	equal
TCONS_00052618	protein_coding	known	LOC104880074	equal
TCONS_00048498	protein_coding	known	LOC100260246	equal
TCONS_00048502	protein_coding	known	LOC100258481	equal
TCONS_00048505	protein_coding	known	LOC100267102	equal
TCONS_00048508	protein_coding	known	LOC100251643	equal
TCONS_00048509	protein_coding	known	LOC100244729	equal
TCONS_00048511	protein_coding	known	LOC100255006	equal
TCONS_00048516	protein_coding	known	LOC100256829	equal
TCONS_00048523	protein_coding	known	LOC100241466	equal
TCONS_00048524	protein_coding	known	LOC100246588	equal
TCONS_00048525	protein_coding	known	LOC100251727	equal
TCONS_00048527	protein_coding	known	LOC100256857	equal
TCONS_00048529	protein_coding	known	LOC100244817	equal
TCONS_00048532	protein_coding	known	LOC100261830	equal
TCONS_00050794	protein_coding	known	LOC100248287	equal
TCONS_00048550	protein_coding	known	LOC100253412	equal
TCONS_00048551	protein_coding	known	LOC100265402	equal
TCONS_00050803	protein_coding	known	LOC100255072	equal
TCONS_00048561	protein_coding	known	LOC100255072	equal
TCONS_00048560	protein_coding	known	LOC100255072	equal
TCONS_00048566	protein_coding	known	LOC100248220	equal
TCONS_00048567	protein_coding	known	LOC100263609	equal
TCONS_00048573	protein_coding	known	LOC100267025	equal
TCONS_00048577	protein_coding	known	LOC100246501	equal
TCONS_00048582	protein_coding	known	LOC100251645	equal
TCONS_00048585	protein_coding	known	LOC100256768	equal
TCONS_00048590	protein_coding	known	LOC100267052	equal
TCONS_00048593	protein_coding	known	PIP2-3	equal
TCONS_00048594	protein_coding	known	LOC100249863	equal
TCONS_00048597	protein_coding	known	LOC100260106	equal
TCONS_00048605	protein_coding	known	LOC100263731	equal
TCONS_00050821	protein_coding	known	LOC100263731	equal
TCONS_00048607	protein_coding	known	LOC100233062	equal
TCONS_00048608	protein_coding	known	LOC100854914	equal
TCONS_00048609	protein_coding	known	LOC100256842	equal
TCONS_00048610	protein_coding	known	LOC100267116	equal
TCONS_00048613	protein_coding	known	LOC100241470	equal
TCONS_00048615	protein_coding	known	LOC100261958	equal
TCONS_00048616	protein_coding	known	LOC100267132	equal
TCONS_00052646	protein_coding	known	LOC100267132	equal
TCONS_00048618	protein_coding	known	LOC100244821	equal
TCONS_00048620	protein_coding	known	LOC100249957	equal
TCONS_00048622	protein_coding	known	LOC100255106	equal
TCONS_00048623	protein_coding	known	LOC100260197	equal
TCONS_00048632	protein_coding	known	LOC100248226	equal
TCONS_00048635	protein_coding	known	LOC100243108	equal
TCONS_00048636	protein_coding	known	LOC100243108	equal
TCONS_00048638	protein_coding	known	LOC100263639	equal
TCONS_00048637	protein_coding	known	LOC100263639	equal
TCONS_00048640	protein_coding	known	LOC100241380	equal
TCONS_00048650	protein_coding	known	LOC100256772	equal
TCONS_00048651	protein_coding	known	LOC100267054	equal
TCONS_00048657	protein_coding	known	LOC100248303	equal
TCONS_00048661	protein_coding	known	LOC100260111	equal
TCONS_00048663	protein_coding	known	LOC100265311	equal
TCONS_00048662	protein_coding	known	LOC100265311	equal
TCONS_00048669	protein_coding	known	LOC100265387	equal
TCONS_00048674	protein_coding	known	LOC100248326	equal
TCONS_00048678	protein_coding	known	LOC100258584	equal
TCONS_00048677	protein_coding	known	LOC100258584	equal
TCONS_00048685	protein_coding	known	LOC100241364	equal
TCONS_00048693	protein_coding	known	LOC100241474	equal
TCONS_00051847	protein_coding	known	LOC100265493	equal
TCONS_00048696	protein_coding	known	LOC100265493	equal
TCONS_00048707	protein_coding	known	LOC100251717	equal
TCONS_00048714	protein_coding	known	LOC100853790	equal
TCONS_00048724	protein_coding	known	LOC100243094	equal
TCONS_00048725	protein_coding	known	LOC100248209	equal
TCONS_00048726	protein_coding	known	LOC100248230	equal
TCONS_00048729	protein_coding	known	LOC100263646	equal
TCONS_00048730	protein_coding	known	LOC100256760	equal
TCONS_00048731	protein_coding	known	LOC100251654	equal
TCONS_00048733	protein_coding	known	LOC100251169	equal
TCONS_00048737	protein_coding	known	LOC100258053	equal
TCONS_00048739	protein_coding	known	LOC100254516	equal
TCONS_00050869	protein_coding	known	LOC100259551	equal
TCONS_00048748	protein_coding	known	LOC100263156	equal
TCONS_00048749	protein_coding	known	LOC100249322	equal
TCONS_00048754	protein_coding	known	LOC100244164	equal
TCONS_00048757	protein_coding	known	LOC100233051	equal
TCONS_00048758	protein_coding	known	LOC100261305	equal
TCONS_00048759	protein_coding	known	LOC100256181	equal
TCONS_00048763	protein_coding	known	LOC100251053	equal
TCONS_00048767	protein_coding	known	LOC100263081	equal
TCONS_00048768	protein_coding	known	LOC100257947	equal
TCONS_00048773	protein_coding	known	LOC100252795	equal
TCONS_00048776	protein_coding	known	LOC100261411	equal
TCONS_00048777	protein_coding	known	LOC100251163	equal
TCONS_00048779	protein_coding	known	LOC100240931	equal
TCONS_00048784	protein_coding	known	LOC100261261	equal
TCONS_00048787	protein_coding	known	LOC100254427	equal
TCONS_00048786	protein_coding	known	LOC100259758	equal
TCONS_00048788	protein_coding	known	LOC100249316	equal
TCONS_00048792	protein_coding	known	LOC100261300	equal
TCONS_00048806	protein_coding	known	LOC100263076	equal
TCONS_00048814	protein_coding	known	LOC100264838	equal
TCONS_00048815	protein_coding	known	LOC100254537	equal
TCONS_00048817	protein_coding	known	LOC100249394	equal
TCONS_00048819	protein_coding	known	LOC100245981	equal
TCONS_00048820	protein_coding	known	LOC100245981	equal
TCONS_00048822	protein_coding	known	LOC100266611	equal
TCONS_00048823	protein_coding	known	LOC100261407	equal
TCONS_00048827	protein_coding	known	LOC100240924	equal
TCONS_00048828	protein_coding	known	LOC100263182	equal
TCONS_00048838	protein_coding	known	LOC100252911	equal
TCONS_00048840	protein_coding	known	LOC100853041	equal
TCONS_00048841	protein_coding	known	LOC100259720	equal
TCONS_00048842	protein_coding	known	LOC100242662	equal
TCONS_00048844	protein_coding	known	LOC100264950	equal
TCONS_00050912	protein_coding	known	LOC100264950	equal
TCONS_00048845	protein_coding	known	LOC100259754	equal
TCONS_00048846	protein_coding	known	LOC100254421	equal
TCONS_00048847	protein_coding	known	LOC100244343	equal
TCONS_00055196	protein_coding	known	LOC100244343	equal
TCONS_00048848	protein_coding	known	LOC100266499	equal
TCONS_00048850	protein_coding	known	LOC100256199	equal
TCONS_00048851	protein_coding	known	LOC100251006	equal
TCONS_00048857	protein_coding	known	LOC100263034	equal
TCONS_00048856	protein_coding	known	LOC100263034	equal
TCONS_00055780	protein_coding	known	LOC100263069	equal
TCONS_00048864	protein_coding	known	LOC100263069	equal
TCONS_00048865	protein_coding	known	LOC100257936	equal
TCONS_00048868	protein_coding	known	LOC104880164	equal
TCONS_00052721	protein_coding	known	LOC104880164	equal
TCONS_00048870	protein_coding	known	LOC100233126	equal
TCONS_00048871	protein_coding	known	LOC100258002	equal
TCONS_00048875	protein_coding	known	LOC104880162	equal
TCONS_00048876	protein_coding	known	LOC100266604	equal
TCONS_00048878	protein_coding	known	LOC100256381	equal
TCONS_00048885	protein_coding	known	LOC100246006	equal
TCONS_00048887	protein_coding	known	LOC100247635	equal
TCONS_00051914	protein_coding	known	LOC100242503	equal
TCONS_00048891	protein_coding	known	LOC100854478	equal
TCONS_00048892	protein_coding	known	LOC100263174	equal
TCONS_00048898	protein_coding	known	LOC100252904	equal
TCONS_00048899	protein_coding	known	LOC100247789	equal
TCONS_00048905	protein_coding	known	LOC100249486	equal
TCONS_00048916	protein_coding	known	LOC104880158	equal
TCONS_00048921	protein_coding	known	LOC100261287	equal
TCONS_00048924	protein_coding	known	LOC100257930	equal
TCONS_00048925	protein_coding	known	LOC100266557	equal
TCONS_00048932	protein_coding	known	LOC100264827	equal
TCONS_00048934	protein_coding	known	LOC100254525	equal
TCONS_00048938	protein_coding	known	LOC100244258	equal
TCONS_00048939	protein_coding	known	LOC100266598	equal
TCONS_00048943	protein_coding	known	LOC100261394	equal
TCONS_00048947	protein_coding	known	LOC100256298	equal
TCONS_00048948	protein_coding	known	LOC100246002	equal
TCONS_00048949	protein_coding	known	LOC100257880	equal
TCONS_00048950	protein_coding	known	LOC100247783	equal
TCONS_00050953	protein_coding	known	LOC100258031	equal
TCONS_00048952	protein_coding	known	LOC100247624	equal
TCONS_00048957	protein_coding	known	LOC100264936	equal
TCONS_00048962	protein_coding	known	LOC100244210	equal
TCONS_00048964	protein_coding	known	LOC100254636	equal
TCONS_00048966	protein_coding	known	LOC100244143	equal
TCONS_00054046	protein_coding	known	LOC100244143	equal
TCONS_00048968	protein_coding	known	LOC100256192	equal
TCONS_00048970	protein_coding	known	LOC100245893	equal
TCONS_00048971	protein_coding	known	LOC100240797	equal
TCONS_00048973	protein_coding	known	LOC100247667	equal
TCONS_00050968	protein_coding	known	LOC100256364	equal
TCONS_00048981	protein_coding	known	LOC100233035	equal
TCONS_00048982	protein_coding	known	LOC100233035	equal
TCONS_00048983	protein_coding	known	LOC100240971	equal
TCONS_00048985	protein_coding	known	LOC100257875	equal
TCONS_00048984	protein_coding	known	LOC100257875	equal
TCONS_00048991	protein_coding	known	LOC100264776	equal
TCONS_00048992	protein_coding	known	LOC100261391	equal
TCONS_00048995	protein_coding	known	LOC100254475	equal
TCONS_00048997	protein_coding	known	LOC100256294	equal
TCONS_00048998	protein_coding	known	LOC100244201	equal
